,date,shiborON,shibor1W,shibor2W,shibor1M,shibor3M,shibor6M,shibor9M,shibor1Y
446,2016-10-19,2.196000,2.390000,2.550000,2.713300,2.804000,2.888700,2.930900,3.028000
447,2016-10-20,2.208000,2.397000,2.553000,2.721300,2.805400,2.888900,2.936100,3.028000
448,2016-10-21,2.222000,2.401000,2.554000,2.724200,2.809600,2.889900,2.938700,3.028000
449,2016-10-24,2.231000,2.404000,2.556000,2.724500,2.813000,2.891000,2.940900,3.029000
450,2016-10-25,2.238000,2.404000,2.560000,2.726500,2.814000,2.893000,2.943000,3.030000
451,2016-10-26,2.248000,2.409000,2.566000,2.734700,2.816400,2.894000,2.944000,3.030000
452,2016-10-27,2.254000,2.411000,2.570000,2.736500,2.820700,2.895000,2.945000,3.031000
453,2016-10-28,2.254000,2.415000,2.573000,2.742700,2.822100,2.898000,2.948500,3.032000
454,2016-10-31,2.253000,2.418000,2.573000,2.745300,2.823300,2.900000,2.951000,3.032000
455,2016-11-01,2.252000,2.416000,2.573000,2.748600,2.825400,2.902000,2.952000,3.032000
456,2016-11-02,2.249200,2.414000,2.573000,2.750900,2.829600,2.903200,2.952000,3.035000
457,2016-11-03,2.245000,2.408000,2.572000,2.749000,2.838000,2.903400,2.956200,3.038000
458,2016-11-04,2.232000,2.405000,2.570000,2.748900,2.845800,2.906400,2.958700,3.040800
459,2016-11-07,2.206000,2.399000,2.567000,2.748900,2.857600,2.911200,2.959900,3.041000
460,2016-11-08,2.187000,2.392000,2.565000,2.747000,2.864800,2.913700,2.961000,3.041000
461,2016-11-09,2.182000,2.389000,2.562000,2.745000,2.865500,2.915400,2.963500,3.041500
462,2016-11-10,2.196000,2.393000,2.563000,2.746000,2.870100,2.918500,2.964000,3.044000
463,2016-11-11,2.211000,2.402000,2.563000,2.747600,2.875100,2.920900,2.965000,3.045000
464,2016-11-14,2.231000,2.407000,2.565000,2.750800,2.884600,2.923000,2.968000,3.048000
465,2016-11-15,2.247000,2.415000,2.569000,2.751100,2.895500,2.930300,2.973800,3.049000
466,2016-11-16,2.257000,2.428000,2.574000,2.754500,2.912500,2.938000,2.979200,3.054000
467,2016-11-17,2.259000,2.436000,2.581000,2.760800,2.932500,2.952600,2.988800,3.060500
468,2016-11-18,2.265000,2.444000,2.585000,2.773900,2.950500,2.971500,2.999000,3.071200
469,2016-11-21,2.271000,2.448000,2.593000,2.789400,2.970100,2.985200,3.006900,3.078200
470,2016-11-22,2.273000,2.450000,2.597000,2.799000,2.976500,2.996000,3.014000,3.082500
471,2016-11-23,2.277000,2.451000,2.601000,2.808900,2.985700,3.003600,3.018400,3.085300
472,2016-11-24,2.282000,2.452000,2.602000,2.819900,2.995600,3.010400,3.028900,3.097600
473,2016-11-25,2.289000,2.458000,2.603000,2.826000,3.002600,3.020100,3.034900,3.108800
474,2016-11-28,2.298000,2.466000,2.607000,2.844600,3.011300,3.033100,3.044500,3.119900
475,2016-11-29,2.302000,2.481000,2.618000,2.856500,3.017200,3.043400,3.053500,3.131000
476,2016-11-30,2.316000,2.496000,2.638000,2.869700,3.035800,3.060400,3.071400,3.149100
477,2016-12-01,2.325000,2.502000,2.653000,2.893000,3.055600,3.077100,3.090200,3.160000
478,2016-12-02,2.320000,2.501000,2.658000,2.916300,3.068600,3.086800,3.100100,3.173000
479,2016-12-05,2.308000,2.497000,2.662000,2.945700,3.088900,3.105700,3.121100,3.185300
480,2016-12-06,2.299000,2.493000,2.666000,2.975600,3.103900,3.122600,3.144200,3.206600
481,2016-12-07,2.292000,2.491000,2.675000,2.999600,3.113400,3.138300,3.165500,3.219700
482,2016-12-08,2.290800,2.490800,2.678500,3.030000,3.114400,3.139900,3.169600,3.231000
483,2016-12-09,2.292500,2.492800,2.682000,3.056000,3.126500,3.144000,3.176000,3.239100
484,2016-12-12,2.292000,2.494000,2.686000,3.075600,3.137700,3.146400,3.181600,3.246000
485,2016-12-13,2.296000,2.496000,2.694000,3.091600,3.149800,3.160700,3.194200,3.260600
486,2016-12-14,2.300000,2.499000,2.699400,3.107200,3.156800,3.173100,3.208200,3.274100
487,2016-12-15,2.311000,2.505000,2.705000,3.124500,3.163500,3.184200,3.227500,3.285500
488,2016-12-16,2.330000,2.519000,2.712000,3.154500,3.177400,3.198500,3.241800,3.298600
489,2016-12-19,2.335000,2.525000,2.726000,3.169500,3.189800,3.209900,3.250200,3.305900
490,2016-12-20,2.345000,2.537500,2.746500,3.200000,3.204000,3.222000,3.266100,3.318600
491,2016-12-21,2.345000,2.544000,2.760000,3.221000,3.216400,3.231200,3.276700,3.334900
492,2016-12-22,2.341000,2.544000,2.770000,3.237100,3.226700,3.244200,3.282700,3.345500
493,2016-12-23,2.323000,2.543000,2.776000,3.255800,3.233700,3.251500,3.287300,3.354600
494,2016-12-26,2.294000,2.545000,2.783000,3.271600,3.241400,3.267200,3.292800,3.357500
495,2016-12-27,2.264000,2.547000,2.786000,3.284200,3.251200,3.271800,3.297300,3.359800
496,2016-12-28,2.246000,2.545000,2.799000,3.294500,3.259200,3.276200,3.301800,3.361000
497,2016-12-29,2.227000,2.544000,2.813000,3.298800,3.265100,3.283500,3.311500,3.367500
498,2016-12-30,2.230000,2.543000,2.828000,3.305900,3.272600,3.286400,3.319200,3.372800
499,2017-01-03,2.209000,2.589000,2.817000,3.312600,3.281300,3.303700,3.331000,3.383300
500,2017-01-04,2.172000,2.545000,2.805000,3.322300,3.291200,3.309400,3.339100,3.390400
501,2017-01-05,2.130000,2.474000,2.792000,3.357800,3.338400,3.345000,3.367000,3.431100
502,2017-01-06,2.112000,2.441000,2.782000,3.410100,3.438800,3.438000,3.441300,3.488200
503,2017-01-09,2.094000,2.410000,2.765000,3.473800,3.515200,3.509300,3.496200,3.532900
504,2017-01-10,2.096000,2.399000,2.762000,3.531400,3.552600,3.548100,3.524700,3.553300
505,2017-01-11,2.104000,2.390000,2.753000,3.566200,3.585300,3.580900,3.549500,3.567400
506,2017-01-12,2.103000,2.394000,2.743000,3.638700,3.653600,3.620100,3.572000,3.583800
507,2017-01-13,2.104000,2.398000,2.762600,3.671800,3.687400,3.646100,3.587200,3.601400
508,2017-01-16,2.142000,2.423900,2.781500,3.685200,3.701800,3.661700,3.596800,3.610200
509,2017-01-17,2.256300,2.466600,2.807600,3.711600,3.722200,3.681200,3.611700,3.632100
510,2017-01-18,2.328000,2.504200,2.855000,3.750200,3.749100,3.698200,3.627200,3.651300
511,2017-01-19,2.364000,2.538000,2.954400,3.795100,3.803000,3.736900,3.639800,3.660200
512,2017-01-20,2.376000,2.593000,3.007700,3.819600,3.821300,3.742700,3.647000,3.669100
513,2017-01-22,2.189000,2.607000,3.013100,3.808000,3.830100,3.762800,3.655700,3.677000
514,2017-01-23,2.175000,2.637000,3.021500,3.811800,3.840100,3.774000,3.666600,3.684700
515,2017-01-24,2.164000,2.662000,3.038500,3.814200,3.840100,3.780200,3.678700,3.690500
516,2017-01-25,2.165000,2.684000,3.067200,3.829500,3.855100,3.814600,3.700500,3.713600
517,2017-01-26,2.529300,2.691000,3.176300,3.851000,3.870600,3.837700,3.723300,3.739600
518,2017-02-03,2.218000,2.652000,3.067500,3.876100,3.917500,3.878000,3.770500,3.786000
519,2017-02-04,2.257100,2.648000,3.043400,3.890700,3.934800,3.903900,3.809200,3.821400
520,2017-02-06,2.278000,2.628000,3.056200,3.903100,3.949700,3.919500,3.847000,3.854200
521,2017-02-07,2.281000,2.628300,3.067000,3.930400,4.016000,3.942900,3.875100,3.882000
522,2017-02-08,2.276500,2.633000,3.085600,3.960100,4.109400,3.972200,3.888200,3.901900
523,2017-02-09,2.272000,2.634000,3.091900,3.983900,4.144000,4.004500,3.908400,3.916800
524,2017-02-10,2.267800,2.623300,3.091100,3.993800,4.172700,4.021700,3.928800,3.935200
525,2017-02-13,2.264000,2.623000,3.097000,4.005200,4.202900,4.070000,3.950300,3.953000
526,2017-02-14,2.261000,2.620800,3.098800,4.016000,4.214800,4.101200,3.966800,3.968000
527,2017-02-15,2.265800,2.627000,3.103300,4.031200,4.239400,4.138100,3.983500,3.984600
528,2017-02-16,2.333000,2.643500,3.109800,4.051600,4.251800,4.146300,3.992400,3.990600
529,2017-02-17,2.360000,2.664000,3.113200,4.065200,4.256700,4.156700,4.000700,4.000500
530,2017-02-20,2.408600,2.675000,3.129500,4.075000,4.262200,4.166500,4.005700,4.006400
531,2017-02-21,2.483000,2.691000,3.138800,4.082000,4.270400,4.175500,4.009100,4.010200
532,2017-02-22,2.484500,2.706000,3.142000,4.085000,4.277800,4.182400,4.015500,4.022500
533,2017-02-23,2.527100,2.716000,3.146000,4.093000,4.284000,4.188100,4.024500,4.030500
534,2017-02-24,2.475600,2.725000,3.150000,4.091000,4.282900,4.190000,4.033400,4.036200
535,2017-02-27,2.433800,2.711000,3.150000,4.082000,4.280400,4.192200,4.035300,4.040700
536,2017-02-28,2.493000,2.728000,3.158000,4.080000,4.284100,4.196000,4.043700,4.046700
537,2017-03-01,2.494300,2.729000,3.163000,4.076300,4.288100,4.199800,4.045400,4.049700
538,2017-03-02,2.461100,2.732000,3.167000,4.083000,4.290400,4.200000,4.048700,4.049200
539,2017-03-03,2.369000,2.659000,3.138000,4.085100,4.290500,4.200200,4.049900,4.051000
540,2017-03-06,2.403300,2.646000,3.137000,4.095100,4.292500,4.201000,4.051000,4.051100
541,2017-03-07,2.404100,2.644000,3.140000,4.101600,4.291800,4.201000,4.051600,4.052700
542,2017-03-08,2.406100,2.655000,3.156000,4.105200,4.293200,4.201000,4.052700,4.053600
543,2017-03-09,2.407600,2.659000,3.159000,4.112600,4.294300,4.201000,4.056700,4.053900
544,2017-03-10,2.401900,2.655000,3.161000,4.115300,4.294200,4.203100,4.060400,4.055100
545,2017-03-13,2.379000,2.649000,3.163000,4.122600,4.292500,4.205400,4.064800,4.061400
546,2017-03-14,2.376100,2.652000,3.168000,4.134300,4.292500,4.214600,4.076400,4.067800
547,2017-03-15,2.386900,2.656000,3.182500,4.153700,4.293300,4.220500,4.083700,4.081800
548,2017-03-16,2.441000,2.693800,3.213700,4.221800,4.326700,4.258100,4.109400,4.105200
549,2017-03-17,2.633000,2.725000,3.236000,4.277500,4.350700,4.290900,4.134000,4.124600
550,2017-03-20,2.632500,2.747100,3.269000,4.317200,4.371100,4.309100,4.150400,4.143500
551,2017-03-21,2.647700,2.768000,3.307000,4.355800,4.384600,4.321800,4.162100,4.155900
552,2017-03-22,2.650700,2.791000,3.337200,4.395900,4.407700,4.346000,4.171300,4.164900
553,2017-03-23,2.657000,2.807000,3.365000,4.447500,4.439600,4.359200,4.177200,4.171700
554,2017-03-24,2.604000,2.784000,3.362000,4.458100,4.451600,4.366300,4.178800,4.183500
555,2017-03-27,2.482000,2.799300,3.337800,4.429600,4.436400,4.359700,4.182900,4.187400
556,2017-03-28,2.448000,2.791000,3.334100,4.410500,4.423000,4.356000,4.188300,4.191800
557,2017-03-29,2.521000,2.810000,3.354400,4.395500,4.413500,4.353000,4.191900,4.195200
558,2017-03-30,2.507000,2.821000,3.383000,4.384300,4.399500,4.349000,4.194200,4.200600
559,2017-03-31,2.538400,2.850000,3.405000,4.350100,4.393000,4.350000,4.195000,4.200000
560,2017-04-01,2.497000,2.778000,3.356000,4.317000,4.364200,4.351000,4.197000,4.200000
561,2017-04-05,2.486800,2.740000,3.305300,4.252500,4.335500,4.347000,4.197000,4.200000
562,2017-04-06,2.537000,2.750600,3.275400,4.178300,4.318300,4.345000,4.197000,4.200000
563,2017-04-07,2.495700,2.741000,3.249000,4.118000,4.301000,4.339000,4.197000,4.200000
564,2017-04-10,2.442000,2.707000,3.220300,4.074600,4.290600,4.332000,4.197700,4.201000
565,2017-04-11,2.408000,2.687000,3.189700,4.038200,4.277400,4.322000,4.197500,4.201000
566,2017-04-12,2.388500,2.663100,3.163700,4.013200,4.265300,4.316000,4.196800,4.201100
567,2017-04-13,2.413000,2.656600,3.155300,4.001600,4.263100,4.316600,4.198700,4.202200
568,2017-04-14,2.429000,2.674000,3.161700,3.997200,4.263400,4.317700,4.198900,4.201300
569,2017-04-17,2.444000,2.690000,3.173500,3.997200,4.260900,4.314800,4.198900,4.202200
570,2017-04-18,2.486000,2.717500,3.188000,3.997800,4.262100,4.314500,4.199900,4.202300
571,2017-04-19,2.575000,2.752000,3.212500,4.000800,4.266100,4.322500,4.206900,4.211300
572,2017-04-20,2.598700,2.758000,3.227500,4.005000,4.272500,4.324200,4.209600,4.212100
573,2017-04-21,2.616300,2.760000,3.229000,4.009500,4.278100,4.325400,4.213900,4.214500
574,2017-04-24,2.715700,2.790000,3.241000,4.010000,4.278900,4.327600,4.216400,4.217500
575,2017-04-25,2.751400,2.814000,3.268000,4.010000,4.283900,4.328800,4.221700,4.222800
576,2017-04-26,2.759000,2.820300,3.279900,4.011000,4.288400,4.330900,4.223200,4.224300
577,2017-04-27,2.792000,2.844900,3.293500,4.016100,4.291700,4.333100,4.224400,4.225500
578,2017-04-28,2.819000,2.869900,3.303800,4.023700,4.297400,4.336400,4.226500,4.229600
579,2017-05-02,2.817500,2.873000,3.317000,4.027000,4.300200,4.339700,4.231700,4.233000
580,2017-05-03,2.845100,2.913000,3.349000,4.036100,4.330900,4.350000,4.241200,4.245300
581,2017-05-04,2.850600,2.927000,3.365000,4.043600,4.347600,4.360200,4.244900,4.250300
582,2017-05-05,2.834800,2.918600,3.366000,4.046900,4.360800,4.366400,4.246600,4.251200
583,2017-05-08,2.818000,2.909100,3.368300,4.044700,4.373100,4.374400,4.251000,4.255500
584,2017-05-09,2.819900,2.923300,3.375200,4.044100,4.384800,4.379900,4.255700,4.261200
585,2017-05-10,2.827000,2.930000,3.380500,4.046300,4.393300,4.385700,4.262300,4.267400
586,2017-05-11,2.813000,2.929400,3.384600,4.050700,4.408300,4.392000,4.264400,4.271500
587,2017-05-12,2.791100,2.910700,3.387200,4.046800,4.408800,4.395200,4.266500,4.272400
588,2017-05-15,2.716000,2.883300,3.389000,4.046200,4.418400,4.399600,4.267900,4.273900
589,2017-05-16,2.746000,2.882700,3.393000,4.047700,4.427800,4.402000,4.272700,4.278400
590,2017-05-17,2.752500,2.882000,3.397000,4.049500,4.434900,4.402100,4.276500,4.283100
591,2017-05-18,2.764100,2.886700,3.413400,4.052500,4.443900,4.404300,4.281400,4.286400
592,2017-05-19,2.715000,2.880000,3.419000,4.057100,4.464100,4.413000,4.285000,4.292500
593,2017-05-22,2.674500,2.867900,3.436600,4.061000,4.474400,4.414800,4.288100,4.302400
594,2017-05-23,2.654000,2.857100,3.448900,4.062400,4.495600,4.421500,4.296500,4.313700
595,2017-05-24,2.623000,2.842600,3.451300,4.064300,4.517700,4.426200,4.310700,4.322000
596,2017-05-25,2.611000,2.843000,3.457600,4.064600,4.533800,4.436800,4.325100,4.334200
597,2017-05-26,2.609000,2.853000,3.464400,4.065500,4.542400,4.443700,4.334600,4.343500
598,2017-05-27,2.601000,2.854000,3.466400,4.068500,4.552800,4.448100,4.341400,4.354400
599,2017-05-31,2.636500,2.856000,3.471100,4.076300,4.564100,4.449900,4.344300,4.357900
600,2017-06-01,2.652500,2.866000,3.473800,4.101300,4.577900,4.451000,4.348700,4.370000
601,2017-06-02,2.795300,2.884000,3.484000,4.189200,4.601200,4.449000,4.352900,4.377300
602,2017-06-05,2.816700,2.894000,3.493000,4.283000,4.622500,4.454200,4.362300,4.386200
603,2017-06-06,2.841900,2.895900,3.499200,4.363300,4.657700,4.463100,4.366800,4.392200
604,2017-06-07,2.809000,2.891900,3.511900,4.430400,4.698800,4.484400,4.375800,4.399100
605,2017-06-08,2.819900,2.893900,3.526000,4.514600,4.730600,4.495500,4.383600,4.406000
606,2017-06-09,2.827500,2.894900,3.535000,4.585400,4.755500,4.505600,4.388400,4.411600
607,2017-06-12,2.830200,2.896800,3.549500,4.627300,4.776300,4.517600,4.389100,4.417200
608,2017-06-13,2.832000,2.900000,3.557000,4.652900,4.782700,4.525800,4.394900,4.420800
609,2017-06-14,2.825000,2.902600,3.566000,4.682600,4.782700,4.532600,4.398500,4.423100
610,2017-06-15,2.831700,2.904700,3.569000,4.694600,4.772300,4.535300,4.403900,4.426400
611,2017-06-16,2.852800,2.914000,3.583300,4.699000,4.761300,4.541600,4.406400,4.429700
612,2017-06-19,2.863500,2.920400,3.622300,4.697900,4.747000,4.543000,4.409400,4.431000
613,2017-06-20,2.877600,2.930000,3.650100,4.658400,4.714100,4.538900,4.414000,4.436800
614,2017-06-21,2.889000,2.942900,3.687000,4.632200,4.688000,4.534900,4.418100,4.435900
615,2017-06-22,2.869000,2.943200,3.733300,4.607000,4.652100,4.530600,4.417700,4.434200
616,2017-06-23,2.810000,2.936000,3.763400,4.589000,4.630000,4.527700,4.416700,4.434500
617,2017-06-26,2.717000,2.906300,3.764000,4.573800,4.612500,4.521000,4.415400,4.436900
618,2017-06-27,2.626000,2.883400,3.765000,4.548000,4.583300,4.513400,4.411000,4.433000
619,2017-06-28,2.559600,2.857700,3.762000,4.521900,4.552200,4.499800,4.408600,4.429900
620,2017-06-29,2.539000,2.850700,3.759500,4.495500,4.521100,4.483300,4.402000,4.419300
621,2017-06-30,2.618000,2.845500,3.751000,4.460800,4.500900,4.474300,4.400600,4.420300
622,2017-07-03,2.720000,2.841000,3.745000,4.425200,4.485700,4.470000,4.400500,4.419300
623,2017-07-04,2.689700,2.829900,3.734200,4.398700,4.460600,4.456900,4.400000,4.416200
624,2017-07-05,2.583000,2.802800,3.720600,4.338000,4.428500,4.443100,4.400000,4.413000
625,2017-07-06,2.547300,2.791900,3.708000,4.276200,4.387600,4.427400,4.399000,4.410800
626,2017-07-07,2.533000,2.785800,3.699000,4.215000,4.360700,4.410000,4.398000,4.409100
627,2017-07-10,2.549000,2.784000,3.693000,4.161000,4.342100,4.400600,4.398000,4.407300
628,2017-07-11,2.621000,2.812000,3.691000,4.120500,4.321200,4.399500,4.398000,4.407500
629,2017-07-12,2.646000,2.815600,3.691800,4.084800,4.308800,4.390900,4.396100,4.406600
630,2017-07-13,2.659000,2.818400,3.694000,4.067500,4.290000,4.387900,4.397800,4.407400
631,2017-07-14,2.627000,2.803000,3.686000,4.039700,4.281000,4.385000,4.395000,4.405100
632,2017-07-17,2.632900,2.805700,3.680900,4.012000,4.270600,4.379000,4.392900,4.405000
633,2017-07-18,2.701000,2.829300,3.692600,3.998900,4.266600,4.369200,4.387900,4.403400
634,2017-07-19,2.722000,2.842000,3.697300,3.992000,4.260000,4.368500,4.385400,4.400800
635,2017-07-20,2.753400,2.853000,3.705000,3.979200,4.255100,4.359700,4.381200,4.397600
636,2017-07-21,2.733000,2.847000,3.702000,3.949700,4.255000,4.351700,4.380400,4.397700
637,2017-07-24,2.708000,2.845000,3.699000,3.930000,4.255000,4.345300,4.378200,4.396000
638,2017-07-25,2.714700,2.849000,3.698000,3.920500,4.254000,4.344400,4.377000,4.393500
639,2017-07-26,2.725000,2.849000,3.699700,3.908600,4.251000,4.343400,4.375900,4.390400
640,2017-07-27,2.786000,2.862600,3.703000,3.899400,4.250000,4.343200,4.376000,4.390800
641,2017-07-28,2.815200,2.877000,3.703000,3.891500,4.251400,4.348100,4.376100,4.389200
642,2017-07-31,2.806000,2.882000,3.705000,3.889000,4.256100,4.349300,4.379000,4.388100
643,2017-08-01,2.809300,2.886000,3.708000,3.888600,4.263100,4.351800,4.381500,4.393100
644,2017-08-02,2.832000,2.892000,3.707000,3.887500,4.268100,4.352100,4.383700,4.396100
645,2017-08-03,2.807000,2.884000,3.703700,3.888400,4.270400,4.356300,4.383800,4.398200
646,2017-08-04,2.721000,2.865700,3.700000,3.882800,4.272400,4.356200,4.382200,4.397900
647,2017-08-07,2.736000,2.865000,3.699000,3.878100,4.273300,4.357300,4.382100,4.398000
648,2017-08-08,2.784000,2.871000,3.701000,3.875500,4.273500,4.361400,4.382100,4.397000
649,2017-08-09,2.801800,2.882100,3.702000,3.875600,4.281800,4.363300,4.382300,4.398000
650,2017-08-10,2.797000,2.876700,3.702000,3.869100,4.286700,4.363600,4.383600,4.398500
651,2017-08-11,2.790000,2.872500,3.700000,3.862700,4.297900,4.367300,4.383700,4.398500
652,2017-08-14,2.774300,2.868000,3.700000,3.851200,4.314800,4.376300,4.385900,4.398100
653,2017-08-15,2.798000,2.874000,3.700000,3.848000,4.326800,4.379500,4.388800,4.399900
654,2017-08-16,2.821300,2.880000,3.702000,3.850000,4.336300,4.378700,4.389200,4.400000
655,2017-08-17,2.835200,2.892700,3.708000,3.858200,4.341700,4.381800,4.389900,4.400000
656,2017-08-18,2.835500,2.894000,3.715400,3.864400,4.344000,4.383600,4.391200,4.401000
657,2017-08-21,2.848200,2.897000,3.724700,3.867100,4.346400,4.384700,4.392300,4.402000
658,2017-08-22,2.817100,2.898500,3.727900,3.871200,4.350500,4.387200,4.392400,4.403200
659,2017-08-23,2.845300,2.902800,3.732300,3.875700,4.357100,4.389200,4.392900,4.404100
660,2017-08-24,2.847900,2.904000,3.738500,3.883900,4.361900,4.389600,4.394000,4.405100
661,2017-08-25,2.855000,2.909800,3.739000,3.887200,4.368900,4.389800,4.394500,4.406800
662,2017-08-28,2.851000,2.906400,3.739900,3.891500,4.374000,4.392400,4.397500,4.407800
663,2017-08-29,2.922000,2.921000,3.744700,3.896200,4.376500,4.393700,4.400800,4.410700
664,2017-08-30,2.923700,2.926600,3.750000,3.905500,4.386700,4.396800,4.401800,4.413300
665,2017-08-31,2.831000,2.887900,3.733600,3.892000,4.372800,4.388400,4.394500,4.403800
666,2017-09-01,2.813000,2.876400,3.726200,3.892000,4.374100,4.386100,4.391900,4.402300
667,2017-09-04,2.750000,2.857200,3.723800,3.903200,4.402300,4.391900,4.391600,4.401700
668,2017-09-05,2.665000,2.820200,3.715000,3.909400,4.417300,4.396100,4.394200,4.403200
669,2017-09-06,2.641000,2.809200,3.713000,3.919000,4.427100,4.398100,4.396500,4.403400
670,2017-09-07,2.640600,2.805600,3.711000,3.933500,4.434800,4.401400,4.400600,4.405500
671,2017-09-08,2.636000,2.802300,3.708800,3.937000,4.428100,4.401900,4.401100,4.405900
672,2017-09-11,2.644000,2.801400,3.708500,3.933900,4.403400,4.397400,4.401100,4.403300
673,2017-09-12,2.648300,2.803600,3.708500,3.935400,4.376800,4.390800,4.397000,4.400900
674,2017-09-13,2.650000,2.805600,3.710300,3.930500,4.371100,4.389100,4.395700,4.401000
675,2017-09-14,2.681000,2.823900,3.713000,3.936100,4.367500,4.387400,4.397000,4.399000
676,2017-09-15,2.695800,2.832000,3.721800,3.951000,4.364700,4.387000,4.398000,4.401500
677,2017-09-18,2.756000,2.844000,3.737000,3.966700,4.364300,4.387400,4.397600,4.401200
678,2017-09-19,2.832000,2.868000,3.752400,3.981500,4.363800,4.390300,4.398800,4.403200
679,2017-09-20,2.790000,2.869000,3.758000,3.985400,4.367000,4.391800,4.398900,4.404000
680,2017-09-21,2.805700,2.869000,3.763900,3.989700,4.367500,4.391900,4.397000,4.403100
681,2017-09-22,2.756000,2.858000,3.765900,3.990800,4.361100,4.390000,4.399000,4.402800
682,2017-09-25,2.758000,2.898700,3.771900,3.994100,4.357800,4.388400,4.397700,4.403300
683,2017-09-26,2.837000,2.929100,3.781100,4.006200,4.355800,4.387500,4.397800,4.404000
684,2017-09-27,2.863000,2.949400,3.791000,4.017400,4.356500,4.387500,4.399000,4.404800
685,2017-09-28,2.917000,2.967500,3.792900,4.056500,4.356000,4.386600,4.398000,4.404900
686,2017-09-29,2.804000,2.963900,3.807700,4.074300,4.356100,4.386500,4.397600,4.404300
687,2017-09-30,2.938000,2.967100,3.819400,4.069300,4.356500,4.386300,4.397500,4.404000
688,2017-10-09,2.740000,2.920100,3.818000,4.061400,4.350200,4.387800,4.399000,4.403000
689,2017-10-10,2.738000,2.939000,3.813000,4.056000,4.354100,4.386800,4.398000,4.403000
690,2017-10-11,2.741000,2.924700,3.809700,4.052000,4.355500,4.387200,4.398300,4.402500
691,2017-10-12,2.657000,2.886000,3.798900,4.051200,4.358100,4.387700,4.397300,4.401000
692,2017-10-13,2.605000,2.851600,3.792300,4.049000,4.359900,4.386800,4.398000,4.401700
693,2017-10-16,2.594000,2.848000,3.778400,4.042700,4.366800,4.387500,4.397800,4.401200
694,2017-10-17,2.600300,2.848300,3.773200,4.035600,4.371100,4.388000,4.397900,4.401500
695,2017-10-18,2.596000,2.846800,3.771900,4.034200,4.372900,4.388700,4.397800,4.401800
696,2017-10-19,2.592000,2.840500,3.775800,4.028500,4.373700,4.389200,4.397700,4.401600
697,2017-10-20,2.578200,2.837900,3.781200,4.023500,4.375800,4.388300,4.399000,4.403200
698,2017-10-23,2.616000,2.834100,3.787900,4.020000,4.379300,4.388800,4.398000,4.403200
699,2017-10-24,2.634000,2.834300,3.795000,4.018600,4.380300,4.389200,4.398000,4.401700
700,2017-10-25,2.664000,2.859400,3.802000,4.018800,4.383000,4.389100,4.398000,4.402900
701,2017-10-26,2.693700,2.869900,3.807000,4.019000,4.384500,4.391600,4.398800,4.404900
702,2017-10-27,2.718100,2.878800,3.820600,4.019400,4.390100,4.392600,4.400100,4.404500
703,2017-10-30,2.720000,2.888000,3.834300,4.020000,4.392600,4.393600,4.402000,4.410700
704,2017-10-31,2.736000,2.894000,3.846000,4.027000,4.395400,4.397800,4.406300,4.417600
705,2017-11-01,2.739000,2.894000,3.850000,4.029000,4.408000,4.403400,4.411400,4.422300
706,2017-11-02,2.626000,2.859000,3.836000,4.028900,4.409900,4.410100,4.417100,4.428700
707,2017-11-03,2.577200,2.824900,3.828700,4.013300,4.421700,4.416500,4.423500,4.433800
708,2017-11-06,2.512000,2.797000,3.812200,4.005900,4.429400,4.429700,4.423700,4.436400
709,2017-11-07,2.552000,2.787800,3.799900,3.997500,4.431400,4.431900,4.425500,4.440200
710,2017-11-08,2.595000,2.789200,3.798000,3.993500,4.437700,4.439000,4.434500,4.442200
711,2017-11-09,2.646000,2.811000,3.800000,4.003400,4.456800,4.448900,4.440300,4.449700
712,2017-11-10,2.717000,2.845500,3.812000,4.010400,4.474700,4.456900,4.448200,4.457300
713,2017-11-13,2.787000,2.859200,3.822800,4.013200,4.515500,4.467500,4.458300,4.466100
714,2017-11-14,2.827000,2.876500,3.833000,4.014400,4.534600,4.496800,4.468600,4.477800
715,2017-11-15,2.806000,2.886000,3.840000,4.016400,4.545500,4.522700,4.494600,4.501800
716,2017-11-16,2.800000,2.886000,3.843000,4.027000,4.565600,4.543700,4.522500,4.543200
717,2017-11-17,2.738000,2.865000,3.846000,4.030700,4.601600,4.580400,4.555300,4.570400
718,2017-11-20,2.786000,2.859000,3.850000,4.030100,4.622200,4.606000,4.563600,4.575000
719,2017-11-21,2.808000,2.861000,3.853000,4.035100,4.624300,4.608600,4.569400,4.583500
720,2017-11-22,2.809000,2.868000,3.860000,4.037600,4.637500,4.615900,4.582000,4.590400
721,2017-11-23,2.803000,2.871000,3.870000,4.038800,4.651800,4.623600,4.586200,4.597100
722,2017-11-24,2.797000,2.873000,3.872000,4.037900,4.672200,4.634400,4.590700,4.601800
723,2017-11-27,2.819000,2.883000,3.875000,4.036800,4.710300,4.649500,4.597500,4.607200
724,2017-11-28,2.799000,2.883000,3.879000,4.036700,4.728000,4.666000,4.602800,4.613800
725,2017-11-29,2.683000,2.877000,3.881000,4.037000,4.743800,4.679600,4.609300,4.619400
726,2017-11-30,2.788000,2.898000,3.884000,4.072000,4.759400,4.703000,4.620000,4.629000
727,2017-12-01,2.642000,2.851000,3.876000,4.163200,4.763900,4.709300,4.623000,4.632900
728,2017-12-04,2.600000,2.816000,3.860000,4.238400,4.780400,4.722000,4.627300,4.638300
729,2017-12-05,2.579000,2.799000,3.853000,4.303900,4.790100,4.731200,4.637800,4.645900
