,date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
18,2015-01-29,sh.000012,146.7470,146.7740,146.7450,146.7740,146.7320,2193980,225458055.0000,3,0.000000,1,0.028629,,,,,
19,2015-01-30,sh.000012,146.7880,146.8270,146.6650,146.6720,146.7740,3619020,367452608.0000,3,0.000000,1,-0.069498,,,,,
20,2015-02-02,sh.000012,146.7160,146.8470,146.7140,146.8470,146.6720,631590,66050023.0000,3,0.000000,1,0.119316,,,,,
21,2015-02-03,sh.000012,146.8620,146.8710,146.8580,146.8710,146.8470,1922650,197032710.0000,3,0.000000,1,0.016345,,,,,
22,2015-02-04,sh.000012,146.8850,146.9220,146.8850,146.9220,146.8710,4522460,473285104.0000,3,0.000000,1,0.034721,,,,,
23,2015-02-05,sh.000012,146.9370,146.9710,146.8990,146.9680,146.9220,4541030,473752288.0000,3,0.000000,1,0.031313,,,,,
24,2015-02-06,sh.000012,146.9830,147.0020,146.9760,147.0020,146.9680,1199190,124919630.0000,3,0.000000,1,0.023132,,,,,
25,2015-02-09,sh.000012,147.0450,147.0680,147.0400,147.0590,147.0020,3427080,352461920.0000,3,0.000000,1,0.038780,,,,,
26,2015-02-10,sh.000012,147.0740,147.0760,147.0560,147.0670,147.0590,1054360,108246756.0000,3,0.000000,1,0.005437,,,,,
27,2015-02-11,sh.000012,147.0820,147.0970,147.0770,147.0910,147.0670,3302650,340831888.0000,3,0.000000,1,0.016321,,,,,
28,2015-02-12,sh.000012,147.1050,147.2620,147.1050,147.2620,147.0910,2206850,232094588.0000,3,0.000000,1,0.116248,,,,,
29,2015-02-13,sh.000012,147.2770,147.4020,147.2750,147.4020,147.2620,3295750,342971040.0000,3,0.000000,1,0.095068,,,,,
30,2015-02-16,sh.000012,147.4420,147.4570,147.4250,147.4380,147.4020,2332150,240587344.0000,3,0.000000,1,0.024430,,,,,
31,2015-02-17,sh.000012,147.4530,147.4650,147.4460,147.4590,147.4380,1559940,164372843.0000,3,0.000000,1,0.014241,,,,,
32,2015-02-25,sh.000012,147.5690,147.6220,147.5690,147.6220,147.4590,449040,47686086.0000,3,0.000000,1,0.110535,,,,,
33,2015-02-26,sh.000012,147.6370,147.6460,147.6320,147.6450,147.6220,3061960,315135360.0000,3,0.000000,1,0.015587,,,,,
34,2015-02-27,sh.000012,147.6600,147.6610,147.5950,147.5980,147.6450,1743210,184101971.0000,3,0.000000,1,-0.031831,,,,,
35,2015-03-02,sh.000012,147.6420,147.6840,147.6420,147.6750,147.5980,2672510,280409728.0000,3,0.000000,1,0.052166,,,,,
36,2015-03-03,sh.000012,147.6900,147.6900,147.6810,147.6860,147.6750,524210,55024633.0000,3,0.000000,1,0.007450,,,,,
37,2015-03-04,sh.000012,147.7000,147.7170,147.6890,147.7150,147.6860,951800,100988633.0000,3,0.000000,1,0.019631,,,,,
38,2015-03-05,sh.000012,147.7310,147.7440,147.6960,147.7350,147.7150,1606940,166261951.0000,3,0.000000,1,0.013542,,,,,
39,2015-03-06,sh.000012,147.7530,147.7530,147.7330,147.7400,147.7350,1104260,116436005.0000,3,0.000000,1,0.003388,,,,,
40,2015-03-09,sh.000012,147.7790,147.7870,147.7510,147.7520,147.7400,681470,71529410.0000,3,0.000000,1,0.008118,,,,,
41,2015-03-10,sh.000012,147.7660,147.8160,147.7520,147.7890,147.7520,682670,70628627.0000,3,0.000000,1,0.025044,,,,,
42,2015-03-11,sh.000012,147.8040,147.8110,147.7780,147.7950,147.7890,1206990,126910969.0000,3,0.000000,1,0.004058,,,,,
43,2015-03-12,sh.000012,147.8100,147.8140,147.7970,147.8080,147.7950,946120,100048498.0000,3,0.000000,1,0.008796,,,,,
44,2015-03-13,sh.000012,147.8230,147.8660,147.7600,147.8660,147.8080,2923390,305821104.0000,3,0.000000,1,0.039239,,,,,
45,2015-03-16,sh.000012,147.9100,147.9120,147.8720,147.8740,147.8660,1878830,195221582.0000,3,0.000000,1,0.005407,,,,,
46,2015-03-17,sh.000012,147.8890,147.9240,147.8770,147.9180,147.8740,3013670,311887984.0000,3,0.000000,1,0.029759,,,,,
47,2015-03-18,sh.000012,147.9330,147.9620,147.8400,147.8400,147.9180,1224490,126143655.0000,3,0.000000,1,-0.052734,,,,,
48,2015-03-19,sh.000012,147.8540,147.9450,147.8540,147.9440,147.8400,904330,93334419.0000,3,0.000000,1,0.070349,,,,,
49,2015-03-20,sh.000012,147.9590,147.9600,147.8970,147.9420,147.9440,596290,61923670.0000,3,0.000000,1,-0.001351,,,,,
50,2015-03-23,sh.000012,147.9870,148.0000,147.9840,148.0000,147.9420,1052920,108825392.0000,3,0.000000,1,0.039204,,,,,
51,2015-03-24,sh.000012,148.0150,148.0160,147.9900,147.9940,148.0000,1371630,141711972.0000,3,0.000000,1,-0.004052,,,,,
52,2015-03-25,sh.000012,148.0090,148.0110,148.0040,148.0070,147.9940,883930,91722631.0000,3,0.000000,1,0.008784,,,,,
53,2015-03-26,sh.000012,148.0200,148.0200,148.0090,148.0130,148.0070,1064940,108994051.0000,3,0.000000,1,0.004052,,,,,
54,2015-03-27,sh.000012,148.0280,148.0300,147.9940,148.0010,148.0130,567210,59407529.0000,3,0.000000,1,-0.008103,,,,,
55,2015-03-30,sh.000012,148.0460,148.0460,148.0250,148.0290,148.0010,959370,98315649.0000,3,0.000000,1,0.018919,,,,,
56,2015-03-31,sh.000012,148.0440,148.0450,147.9460,147.9660,148.0290,2523390,257434050.0000,3,0.000000,1,-0.042562,,,,,
57,2015-04-01,sh.000012,147.9800,148.1450,147.9790,148.1450,147.9660,2006890,207299043.0000,3,0.000000,1,0.120974,,,,,
58,2015-04-02,sh.000012,148.1630,148.1640,148.0220,148.0660,148.1450,5123420,516341952.0000,3,0.000000,1,-0.053333,,,,,
59,2015-04-03,sh.000012,148.0800,148.1380,148.0770,148.1380,148.0660,1755890,178773612.0000,3,0.000000,1,0.048631,,,,,
60,2015-04-07,sh.000012,148.1960,148.2000,148.1770,148.1790,148.1380,1170350,121850891.0000,3,0.000000,1,0.027677,,,,,
61,2015-04-08,sh.000012,148.1940,148.2230,148.1920,148.2210,148.1790,2339740,240997213.0000,3,0.000000,1,0.028339,,,,,
62,2015-04-09,sh.000012,148.2360,148.2480,148.2220,148.2350,148.2210,3248860,337375520.0000,3,0.000000,1,0.009450,,,,,
63,2015-04-10,sh.000012,148.2500,148.2520,148.2120,148.2370,148.2350,2896140,297496768.0000,3,0.000000,1,0.001348,,,,,
64,2015-04-13,sh.000012,148.2820,148.2840,148.2600,148.2640,148.2370,736220,77559018.0000,3,0.000000,1,0.018220,,,,,
65,2015-04-14,sh.000012,148.2780,148.3530,148.2630,148.3500,148.2640,1054440,110446785.0000,3,0.000000,1,0.058004,,,,,
66,2015-04-15,sh.000012,148.3640,148.3650,148.0400,148.1270,148.3500,1680750,175132212.0000,3,0.000000,1,-0.150325,,,,,
67,2015-04-16,sh.000012,148.1430,148.3280,148.1340,148.3230,148.1270,492710,51288427.0000,3,0.000000,1,0.132318,,,,,
68,2015-04-17,sh.000012,148.3380,148.4490,148.2410,148.3200,148.3230,2083450,211644192.0000,3,0.000000,1,-0.002016,,,,,
69,2015-04-20,sh.000012,148.3640,148.4060,148.3530,148.3990,148.3200,2156800,219541560.0000,3,0.000000,1,0.053260,,,,,
70,2015-04-21,sh.000012,148.4150,148.4810,148.4050,148.4800,148.3990,3233090,334399424.0000,3,0.000000,1,0.054578,,,,,
71,2015-04-22,sh.000012,148.4950,148.5230,148.4400,148.5050,148.4800,5621580,577285936.0000,3,0.000000,1,0.016843,,,,,
72,2015-04-23,sh.000012,148.5210,148.5410,148.4290,148.4300,148.5050,3036200,312660064.0000,3,0.000000,1,-0.050512,,,,,
73,2015-04-24,sh.000012,148.4430,148.5450,148.4120,148.4510,148.4300,5326870,541243600.0000,3,0.000000,1,0.014156,,,,,
74,2015-04-27,sh.000012,148.4960,148.6260,148.4930,148.6260,148.4510,2291210,234054417.0000,3,0.000000,1,0.117886,,,,,
75,2015-04-28,sh.000012,148.6410,148.6560,148.5100,148.6410,148.6260,2634200,273866208.0000,3,0.000000,1,0.010092,,,,,
76,2015-04-29,sh.000012,148.6550,148.6550,148.3620,148.5330,148.6410,2004730,206386681.0000,3,0.000000,1,-0.072659,,,,,
77,2015-04-30,sh.000012,148.5480,148.5490,148.5040,148.5210,148.5330,1998370,207647732.0000,3,0.000000,1,-0.008085,,,,,
78,2015-05-04,sh.000012,148.5780,148.5790,148.5420,148.5790,148.5210,595380,61875416.0000,3,0.000000,1,0.039051,,,,,
79,2015-05-05,sh.000012,148.5920,148.5980,148.5570,148.5620,148.5790,2121270,217844807.0000,3,0.000000,1,-0.011441,,,,,
80,2015-05-06,sh.000012,148.5770,148.5890,148.5700,148.5710,148.5620,1277770,131779865.0000,3,0.000000,1,0.006060,,,,,
81,2015-05-07,sh.000012,148.5820,148.5970,148.5070,148.5700,148.5710,749870,77523327.0000,3,0.000000,1,-0.000668,,,,,
82,2015-05-08,sh.000012,148.5850,148.8310,148.5850,148.8310,148.5700,1042480,107747959.0000,3,0.000000,1,0.175666,,,,,
83,2015-05-11,sh.000012,148.8830,148.8910,148.8620,148.8630,148.8310,3291510,341913728.0000,3,0.000000,1,0.021510,,,,,
84,2015-05-12,sh.000012,148.8780,149.0210,148.8770,149.0210,148.8630,2577120,270123984.0000,3,0.000000,1,0.106131,,,,,
85,2015-05-13,sh.000012,149.0350,149.0530,149.0340,149.0510,149.0210,650960,67057952.0000,3,0.000000,1,0.020131,,,,,
86,2015-05-14,sh.000012,149.0660,149.1300,148.7750,148.8060,149.0510,7125720,728461024.0000,3,0.000000,1,-0.164370,,,,,
87,2015-05-15,sh.000012,148.8210,148.9130,148.7700,148.7720,148.8060,7423070,768861920.0000,3,0.000000,1,-0.022846,,,,,
88,2015-05-18,sh.000012,148.8170,148.9080,148.8080,148.9070,148.7720,4492320,468178416.0000,3,0.000000,1,0.090739,,,,,
89,2015-05-19,sh.000012,148.9220,149.1160,148.9200,149.1150,148.9070,3571140,372883184.0000,3,0.000000,1,0.139690,,,,,
90,2015-05-20,sh.000012,149.1310,149.1390,148.9200,148.9370,149.1150,2298900,237431435.0000,3,0.000000,1,-0.119377,,,,,
91,2015-05-21,sh.000012,148.9510,149.1070,148.9300,149.0800,148.9370,7534580,780518768.0000,3,0.000000,1,0.096017,,,,,
92,2015-05-22,sh.000012,149.0950,149.1010,149.0900,149.0930,149.0800,2630330,270745360.0000,3,0.000000,1,0.008720,,,,,
93,2015-05-25,sh.000012,149.1370,149.1380,149.0690,149.0710,149.0930,2750510,283906656.0000,3,0.000000,1,-0.014758,,,,,
94,2015-05-26,sh.000012,149.0870,149.0870,149.0060,149.0190,149.0710,1400300,145567349.0000,3,0.000000,1,-0.034884,,,,,
95,2015-05-27,sh.000012,149.0330,149.0730,149.0270,149.0500,149.0190,4438450,455189216.0000,3,0.000000,1,0.020807,,,,,
96,2015-05-28,sh.000012,149.0650,149.0650,148.9760,148.9840,149.0500,6227100,636984848.0000,3,0.000000,1,-0.044287,,,,,
97,2015-05-29,sh.000012,148.9990,149.0050,148.9110,148.9110,148.9840,1535060,158311932.0000,3,0.000000,1,-0.048997,,,,,
98,2015-06-01,sh.000012,148.9530,149.0980,148.9390,149.0890,148.9110,2289790,237738231.0000,3,0.000000,1,0.119541,,,,,
99,2015-06-02,sh.000012,149.1040,149.1360,149.0900,149.0920,149.0890,3477260,355983824.0000,3,0.000000,1,0.002006,,,,,
100,2015-06-03,sh.000012,149.1070,149.1180,149.0550,149.1160,149.0920,4880720,497607200.0000,3,0.000000,1,0.016099,,,,,
101,2015-06-04,sh.000012,149.1300,149.1300,149.0640,149.0730,149.1160,1804700,184930931.0000,3,0.000000,1,-0.028836,,,,,
102,2015-06-05,sh.000012,149.0880,149.1480,149.0870,149.1470,149.0730,2556170,263045655.0000,3,0.000000,1,0.049644,,,,,
103,2015-06-08,sh.000012,149.1920,149.2240,149.1520,149.2230,149.1470,2088500,212412262.0000,3,0.000000,1,0.050959,,,,,
104,2015-06-09,sh.000012,149.2380,149.2580,149.1780,149.2250,149.2230,892930,92457528.0000,3,0.000000,1,0.001340,,,,,
105,2015-06-10,sh.000012,149.2400,149.2600,149.2210,149.2410,149.2250,786850,79950821.0000,3,0.000000,1,0.010716,,,,,
106,2015-06-11,sh.000012,149.2550,149.3080,149.1670,149.2320,149.2410,2076740,211682189.0000,3,0.000000,1,-0.006032,,,,,
107,2015-06-12,sh.000012,149.2470,149.2720,149.1860,149.2430,149.2320,1477040,151722890.0000,3,0.000000,1,0.007372,,,,,
108,2015-06-15,sh.000012,149.2880,149.3520,149.2830,149.3470,149.2430,1514030,156013770.0000,3,0.000000,1,0.069688,,,,,
109,2015-06-16,sh.000012,149.3610,149.3840,149.3250,149.3810,149.3470,1990610,204664442.0000,3,0.000000,1,0.022763,,,,,
110,2015-06-17,sh.000012,149.3960,149.3960,149.3760,149.3870,149.3810,2573430,263501402.0000,3,0.000000,1,0.004014,,,,,
111,2015-06-18,sh.000012,149.4020,149.4020,149.3310,149.3760,149.3870,3198970,328750768.0000,3,0.000000,1,-0.007354,,,,,
112,2015-06-19,sh.000012,149.3910,149.4050,149.3700,149.3720,149.3760,1269040,131570556.0000,3,0.000000,1,-0.002687,,,,,
113,2015-06-23,sh.000012,149.4320,149.4740,149.4070,149.4740,149.3720,3054200,312626048.0000,3,0.000000,1,0.068289,,,,,
114,2015-06-24,sh.000012,149.4890,149.4970,149.4330,149.4540,149.4740,1243440,126942212.0000,3,0.000000,1,-0.013383,,,,,
115,2015-06-25,sh.000012,149.4680,149.5770,149.4670,149.5680,149.4540,1307160,135431571.0000,3,0.000000,1,0.076277,,,,,
116,2015-06-26,sh.000012,149.5830,149.5960,149.5810,149.5950,149.5680,1623760,165923637.0000,3,0.000000,1,0.018057,,,,,
117,2015-06-29,sh.000012,149.6390,149.6690,149.6030,149.6310,149.5950,2928500,303749168.0000,3,0.000000,1,0.024062,,,,,
118,2015-06-30,sh.000012,149.6450,149.6930,149.6120,149.6400,149.6310,1495790,152909468.0000,3,0.000000,1,0.006017,,,,,
119,2015-07-01,sh.000012,149.6530,149.6590,149.4760,149.5680,149.6400,796110,81312388.0000,3,0.000000,1,-0.048120,,,,,
120,2015-07-02,sh.000012,149.5830,149.6250,149.5760,149.6250,149.5680,1591010,163462707.0000,3,0.000000,1,0.038114,,,,,
121,2015-07-03,sh.000012,149.6400,149.6460,149.6140,149.6340,149.6250,1844020,191267703.0000,3,0.000000,1,0.006017,,,,,
122,2015-07-06,sh.000012,149.6780,149.7220,149.6680,149.7210,149.6340,3383440,352466528.0000,3,0.000000,1,0.058135,,,,,
123,2015-07-07,sh.000012,149.7360,149.8010,149.7360,149.7740,149.7210,5174730,540196240.0000,3,0.000000,1,0.035405,,,,,
124,2015-07-08,sh.000012,149.7890,149.8130,149.7130,149.7770,149.7740,7845450,818421936.0000,3,0.000000,1,0.001997,,,,,
125,2015-07-09,sh.000012,149.7920,149.7950,149.3520,149.4580,149.7770,6082670,629995504.0000,3,0.000000,1,-0.212983,,,,,
126,2015-07-10,sh.000012,149.4730,149.5080,149.4330,149.5050,149.4580,6968510,710959392.0000,3,0.000000,1,0.031455,,,,,
127,2015-07-13,sh.000012,149.5500,149.6210,149.5280,149.6200,149.5050,3097070,322599088.0000,3,0.000000,1,0.076914,,,,,
128,2015-07-14,sh.000012,149.6350,149.6630,149.6280,149.6420,149.6200,3271060,332655232.0000,3,0.000000,1,0.014706,,,,,
129,2015-07-15,sh.000012,149.6570,149.7040,149.6560,149.6850,149.6420,2303030,236045037.0000,3,0.000000,1,0.028735,,,,,
130,2015-07-16,sh.000012,149.7000,149.7170,149.6820,149.6970,149.6850,3018430,309495952.0000,3,0.000000,1,0.008023,,,,,
131,2015-07-17,sh.000012,149.7120,149.7200,149.6800,149.6930,149.6970,3308940,339876016.0000,3,0.000000,1,-0.002681,,,,,
132,2015-07-20,sh.000012,149.7370,150.0130,149.7350,150.0130,149.6930,4987990,508548480.0000,3,0.000000,1,0.213776,,,,,
133,2015-07-21,sh.000012,150.0270,150.1030,150.0010,150.0850,150.0130,4205190,434121680.0000,3,0.000000,1,0.048000,,,,,
134,2015-07-22,sh.000012,150.1000,150.1430,150.0980,150.1430,150.0850,3252550,333411520.0000,3,0.000000,1,0.038644,,,,,
135,2015-07-23,sh.000012,150.1580,150.1950,150.1230,150.1930,150.1430,5436560,553243920.0000,3,0.000000,1,0.033293,,,,,
136,2015-07-24,sh.000012,150.2080,150.2170,150.1750,150.2080,150.1930,1414440,145815986.0000,3,0.000000,1,0.009987,,,,,
137,2015-07-27,sh.000012,150.2530,150.2540,150.1360,150.1730,150.2080,2663470,271042704.0000,3,0.000000,1,-0.023293,,,,,
138,2015-07-28,sh.000012,150.1880,150.2650,150.1220,150.2650,150.1730,5085460,519915296.0000,3,0.000000,1,0.061260,,,,,
139,2015-07-29,sh.000012,150.2810,150.3160,150.2580,150.3160,150.2650,6466320,661840144.0000,3,0.000000,1,0.033937,,,,,
140,2015-07-30,sh.000012,150.3300,150.4320,150.3270,150.3790,150.3160,3441120,353349184.0000,3,0.000000,1,0.041914,,,,,
141,2015-07-31,sh.000012,150.3940,150.3940,150.2940,150.2950,150.3790,3022760,308584480.0000,3,0.000000,1,-0.055859,,,,,
142,2015-08-03,sh.000012,150.3400,150.3570,150.3200,150.3390,150.2950,7844090,798873968.0000,3,0.000000,1,0.029280,,,,,
143,2015-08-04,sh.000012,150.3540,150.3550,150.2270,150.2640,150.3390,4330940,442722592.0000,3,0.000000,1,-0.049885,,,,,
144,2015-08-05,sh.000012,150.2790,150.3420,150.2760,150.3420,150.2640,5080350,523321072.0000,3,0.000000,1,0.051900,,,,,
145,2015-08-06,sh.000012,150.3570,150.4430,150.3510,150.4420,150.3420,4991510,508378208.0000,3,0.000000,1,0.066519,,,,,
146,2015-08-07,sh.000012,150.4570,150.5230,150.3900,150.5220,150.4420,4869350,496746800.0000,3,0.000000,1,0.053178,,,,,
147,2015-08-10,sh.000012,150.5670,150.5700,150.5250,150.5590,150.5220,3471190,354857984.0000,3,0.000000,1,0.024583,,,,,
148,2015-08-11,sh.000012,150.5740,150.5780,150.5370,150.5370,150.5590,3590680,363739984.0000,3,0.000000,1,-0.014614,,,,,
149,2015-08-12,sh.000012,150.5520,150.5550,150.4950,150.5260,150.5370,2700540,280247968.0000,3,0.000000,1,-0.007308,,,,,
150,2015-08-13,sh.000012,150.5410,150.5880,150.4370,150.5640,150.5260,1178640,120778982.0000,3,0.000000,1,0.025241,,,,,
151,2015-08-14,sh.000012,150.5790,150.5810,150.5240,150.5520,150.5640,1296530,134734824.0000,3,0.000000,1,-0.007966,,,,,
152,2015-08-17,sh.000012,150.5970,150.5970,150.5800,150.5890,150.5520,2305020,235744691.0000,3,0.000000,1,0.024578,,,,,
153,2015-08-18,sh.000012,150.6040,150.6040,150.5430,150.5970,150.5890,4753270,487873712.0000,3,0.000000,1,0.005310,,,,,
154,2015-08-19,sh.000012,150.6110,150.6630,150.4970,150.6120,150.5970,3524190,355722096.0000,3,0.000000,1,0.009960,,,,,
155,2015-08-20,sh.000012,150.6270,150.6640,150.6250,150.6640,150.6120,1399860,145121904.0000,3,0.000000,1,0.034527,,,,,
156,2015-08-21,sh.000012,150.6790,150.7170,150.6410,150.7170,150.6640,1575310,160359960.0000,3,0.000000,1,0.035173,,,,,
157,2015-08-24,sh.000012,150.7610,150.7640,150.6950,150.7380,150.7170,3572570,367576672.0000,3,0.000000,1,0.013941,,,,,
158,2015-08-25,sh.000012,150.7530,150.7530,150.6660,150.7000,150.7380,4922630,503171280.0000,3,0.000000,1,-0.025216,,,,,
159,2015-08-26,sh.000012,150.7150,150.7490,150.6820,150.7490,150.7000,5554630,569333168.0000,3,0.000000,1,0.032512,,,,,
160,2015-08-27,sh.000012,150.7640,150.7840,150.7370,150.7740,150.7490,3634500,372474160.0000,3,0.000000,1,0.016590,,,,,
161,2015-08-28,sh.000012,150.7890,150.8030,150.6170,150.7800,150.7740,3699730,377728416.0000,3,0.000000,1,0.003977,,,,,
162,2015-08-31,sh.000012,150.8250,150.9130,150.8150,150.9110,150.7800,5257610,548293920.0000,3,0.000000,1,0.086879,,,,,
163,2015-09-01,sh.000012,150.9260,150.9490,150.9190,150.9480,150.9110,5074110,518939264.0000,3,0.000000,1,0.024519,,,,,
164,2015-09-02,sh.000012,150.9630,151.0370,150.9610,151.0320,150.9480,4857660,497691872.0000,3,0.000000,1,0.055648,,,,,
165,2015-09-07,sh.000012,151.1050,151.1340,151.1040,151.1340,151.0320,4052720,422792128.0000,3,0.000000,1,0.067539,,,,,
166,2015-09-08,sh.000012,151.1480,151.1550,151.0900,151.1170,151.1340,3309940,341403824.0000,3,0.000000,1,-0.011247,,,,,
167,2015-09-09,sh.000012,151.1320,151.2250,151.1220,151.1840,151.1170,5192660,535023792.0000,3,0.000000,1,0.044337,,,,,
168,2015-09-10,sh.000012,151.1990,151.2200,151.1940,151.2200,151.1840,1320590,137226827.0000,3,0.000000,1,0.023809,,,,,
169,2015-09-11,sh.000012,151.2350,151.3260,151.2240,151.3260,151.2200,4299190,443233184.0000,3,0.000000,1,0.070098,,,,,
170,2015-09-14,sh.000012,151.3700,151.6010,151.3630,151.3740,151.3260,2310950,240700931.0000,3,0.000000,1,0.031712,,,,,
171,2015-09-15,sh.000012,151.3880,151.3880,151.2630,151.3380,151.3740,6074480,621851856.0000,3,0.000000,1,-0.023800,,,,,
172,2015-09-16,sh.000012,151.3520,151.3710,151.3160,151.3240,151.3380,1918380,199290659.0000,3,0.000000,1,-0.009200,,,,,
173,2015-09-17,sh.000012,151.3390,151.3810,151.3280,151.3810,151.3240,2356750,242877751.0000,3,0.000000,1,0.037700,,,,,
174,2015-09-18,sh.000012,151.3960,151.4070,151.3760,151.4070,151.3810,1199020,126339629.0000,3,0.000000,1,0.017200,,,,,
175,2015-09-21,sh.000012,151.4520,151.4810,151.4470,151.4580,151.4070,6626860,677394960.0000,3,0.000000,1,0.033700,,,,,
176,2015-09-22,sh.000012,151.4730,151.4750,151.4570,151.4690,151.4580,3989980,411360432.0000,3,0.000000,1,0.007300,,,,,
177,2015-09-23,sh.000012,151.4840,151.5010,151.4590,151.4720,151.4690,7993020,815241408.0000,3,0.000000,1,0.002000,,,,,
178,2015-09-24,sh.000012,151.4870,151.4880,151.4240,151.4870,151.4720,2966760,305835088.0000,3,0.000000,1,0.009900,,,,,
179,2015-09-25,sh.000012,151.5020,151.5080,151.4720,151.5050,151.4870,4782050,483588592.0000,3,0.000000,1,0.011900,,,,,
180,2015-09-28,sh.000012,151.5480,151.5500,151.5280,151.5470,151.5050,2051580,211797243.0000,3,0.000000,1,0.027700,,,,,
181,2015-09-29,sh.000012,151.5620,151.5990,151.5610,151.5980,151.5470,8123220,832913664.0000,3,0.000000,1,0.033700,,,,,
182,2015-09-30,sh.000012,151.6130,151.6310,151.5740,151.6230,151.5980,2967950,306762048.0000,3,0.000000,1,0.016500,,,,,
183,2015-10-08,sh.000012,151.7420,151.9260,151.7230,151.7340,151.6230,2630080,273773728.0000,3,0.000000,1,0.073200,,,,,
184,2015-10-09,sh.000012,151.7490,151.8030,151.7490,151.8010,151.7340,9004690,936749360.0000,3,0.000000,1,0.044200,,,,,
185,2015-10-12,sh.000012,151.8460,151.9940,151.8430,151.9920,151.8010,4516990,471715088.0000,3,0.000000,1,0.125800,,,,,
186,2015-10-13,sh.000012,152.0080,152.1050,151.9990,152.1040,151.9920,3295120,340518640.0000,3,0.000000,1,0.073700,,,,,
187,2015-10-14,sh.000012,152.1200,152.1850,152.1160,152.1750,152.1040,4198780,437435056.0000,3,0.000000,1,0.046700,,,,,
188,2015-10-15,sh.000012,152.1900,152.2900,152.1840,152.2610,152.1750,2152110,226509346.0000,3,0.000000,1,0.056500,,,,,
189,2015-10-16,sh.000012,152.2760,152.3140,152.2660,152.2970,152.2610,4454260,467537824.0000,3,0.000000,1,0.023600,,,,,
190,2015-10-19,sh.000012,152.3420,152.3940,152.1440,152.3940,152.2970,4948000,518223104.0000,3,0.000000,1,0.063700,,,,,
191,2015-10-20,sh.000012,152.4090,152.4720,152.3850,152.4710,152.3940,2488000,263615944.0000,3,0.000000,1,0.050500,,,,,
192,2015-10-21,sh.000012,152.4860,152.5190,152.4690,152.5180,152.4710,2674370,282272960.0000,3,0.000000,1,0.030800,,,,,
193,2015-10-22,sh.000012,152.5330,152.5450,152.5210,152.5400,152.5180,1560630,165613033.0000,3,0.000000,1,0.014400,,,,,
194,2015-10-23,sh.000012,152.5540,152.5790,152.5490,152.5780,152.5400,883860,93286893.0000,3,0.000000,1,0.024900,,,,,
195,2015-10-26,sh.000012,152.6230,152.6550,152.5910,152.6540,152.5780,4314690,452150112.0000,3,0.000000,1,0.049800,,,,,
196,2015-10-27,sh.000012,152.6700,152.7610,152.6690,152.7520,152.6540,3240690,338797856.0000,3,0.000000,1,0.064200,,,,,
